vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Windthorststraße,Klosterstraße,sa,1/23/2016,13:55,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,39,,,,,
Hobbeltstraße,125,fr,1/22/2016,17:50,2,,,,,1,,2,1,,,,,,1,,,,81,,21,ms,,431,,64,,,,2/3,,46,46,,,,
Jägerstraße,Hammer Straße,sa,1/23/2016,20:05,3,,,,,,2,3,,2,n/n,,,,1,,,,21,ms,71,,,344,,28,,,,2/3,1,41,39,,,,
Kinderhauser Straße,Ecke Nienkamp,so,2/7/2016,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hsk,,501,,49,,,,,1,F,,,,,
Melchersstraße,10,mo,2/1/2016,16:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,703,,49,,,,2/3,,F,,,,,
Kanalstraße,Parkpl. Höhe Maximilianstraße,sa,1/30/2016,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,dh,,703,,49,,,,,,F,,,,,
Weseler Straße,Boeselagerstraße,mi,2/10/2016,18:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,sw,,322,,31,,,,2/3,1,45,,,,,
Wilhelmstraße,Haltestelle Wilhelmstraße,mo,1/25/2016,7:35,5,X,,,,,,2,,,,,,,1,,1,,21,ms,33,waf,,501,,14,,,,1/3,1,61,,,,,
Münsterstraße,3,mi,2/3/2016,15:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,76,,Stadt,,,
Marktallee,Unckelstraße,do,1/28/2016,17:10,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,os,,501,,14,,,,1,,60,,,,,
Dingbängerweg,71,sa,2/13/2016,9:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,35,,,,,
Handorfer Werseufer,1,mi,1/27/2016,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,1,F,,,,,
Westfalenstraße,120,mo,1/18/2016,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,2/3,1,F,,,,,
Gremmendorfer Weg,31,sa,2/13/2016,20:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,711,,36,,,,,,F,,,,,
Friedrichstraße,7,mi,2/10/2016,11:15,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,1,65,,Stadt,,,
Patronatsstraße,20,mi,2/10/2016,19:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,594,,14,,,,,,57,,,,,
Engelstraße,37,do,2/11/2016,13:30,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,602,,14,,,,,1,34,,,,,
Wilhelmstraße,Orleans-Ring,do,2/11/2016,16:40,5,,m,,,,,2,,,,,1,,1,,,,21,ms,01,,,623,,14,,,,,,36,,,,,
Lippstädter Straße,50,do,2/11/2016,8:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,551,,37,,,,,1,30,,,,,
Albersloher Weg,Gremmendorfer Weg,do,2/11/2016,8:10,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,601,,14,,,,,1,24,,,,,
Lützowstraße,3,do,2/11/2016,21:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,nrw,,501,,14,,,,,,24,,,,,
Königsstraße,Parkhaus,do,2/11/2016,12:50,5,,o,,,,,2,,,,,,,2,,,,21,nrw,21,ms,,703,,36,,,,3,,28,,,,,
Hofschultestraße,25,do,2/11/2016,21:25,5,,m,,,,,2,,,,,,,2,,,,21,st,21,un,,703,,14,,,,2,,25,,,,,
An den Mühlen,13,do,2/11/2016,21:30,5,,m,,,,,2,,,,,,,2,,,,21,mg,21,ms,,501,,14,,,,2/3,,29,,,,,
Ludgeriplatz,Hammer Straße,do,2/11/2016,8:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ham,,651,,14,,,,,,35,,,,,
Harkortstraße,Waschanlage,do,2/11/2016,11:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,703,,14,,,,,,80,,,,,
Gremmendorfer Weg,54,do,2/11/2016,13:51,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,561,,37,,,,,,77,,,,,
Hammer Straße,ggü. 455,do,2/11/2016,12:45,5,,m,,,,,3,,,,,,,3,,,,21,waf,21,st,,623,,14,,,,,,46,,,,,
Arnheimweg,42,do,2/11/2016,13:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,hd,,711,,36,,,,,,50,,,,,
Nevinghoff,100m v. Kanalstraße,do,2/11/2016,14:25,5,,o,,,,,2,,,,,,,1,1,,,40,st,21,hh,,501,,14,,,,,,23,,,,,
Ludgeriplatz,Höhe Hammer Straße,do,2/11/2016,13:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,,24,,,,,
Schifffahrter Damm,Warendorfer Straße,do,2/11/2016,14:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,623,,14,,,,,,35,,,,,
Grevener Straße,York-Ring,do,2/11/2016,18:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,201,,14,73,,,2/3,1,28,,,,,
Weseler Straße,48,do,2/11/2016,8:50,5,,m,,,,,3,,,,,,,3,,,,21,coe,21,ms,,701,,14,,,,,1,23,,,,,
Schifffahrter Damm,Edelbach,do,2/11/2016,10:30,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,712,,44,,,,,,57,,,,,
Daimlerweg,Mersmannsstiege,do,2/11/2016,18:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2,1,27,,,,,
Johann-Krane-Weg,40,do,2/11/2016,17:30,5,,o,,,,,2,,,,,,,2,,,,21,os,21,st,,703,,36,,,,1/3,1,39,,,,,
Hansellerstraße,300m h. Leiferdingweg,do,2/11/2016,20:35,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,0,,86,,2,,44,,,,,
Weseler Straße,Geiststraße,fr,2/12/2016,8:25,5,,m,,,,,2,,,,,,,2,,,,21,be,21,ms,,602,,14,,,,,,30,,,,,
Hammer Straße,371,sa,2/13/2016,9:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,43,,,,,
Dingbängerweg,69,sa,2/13/2016,10:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,58,,,,,
Siemensstraße,22,so,2/14/2016,1:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,e,,711,,36,,,,2,1,49,,,,,
Gustav-Stresemann-Weg,62,so,2/14/2016,13:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,551,,14,,,,,1,30,,,,,
Hohe Geest,6,mo,1/4/2016,15:04,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,581,,45,,,,,1,20,73,,,,
Burgwall,21,mi,1/6/2016,19:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,2/3,1,80,,,,,
Alte Reitbahn,30,fr,2/5/2016,7:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Oberort,Weseler Straße,mi,2/3/2016,6:05,3,,,,,,1,2,1,,,,,,1,,,,21,ms,81,,,222,,39,,,,2/3,1,53,50,,,,
Grevener Straße,222,mo,1/18/2016,8:05,3,X,,,,,,2,,1,n,,,,1,,,,21,ms,71,,,372,,31,,,,1/3,2,35,16,,,,
Aegidiikirchplatz,,so,1/24/2016,19:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,2/3,,F,,,,,
Kanalstraße,91,so,2/14/2016,15:00,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,w,,711,,36,,,,,2,54,,,,,
Friedrich-Ebert-Straße,ggü. 10,fr,1/22/2016,17:30,5,X,,,,,,2,,,,,,,1,,1,,31,wst,21,waf,,501,,14,,,,1/3,,55,,,,,
Im Windhoek,5a,di,2/16/2016,12:12,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,24,,,,,
Wolbecker Straße,Brücke B 51,mo,2/15/2016,11:19,5,X,,,,,,2,,,,,,,,1,1,,40,,33,waf,,681,,14,,,,,1,F,,,,,
Wienburgstraße,22a,di,2/16/2016,11:40,3,,,,,,1,2,,1,n,,,,,1,,,71,,44,os,,199,,49,,,,,,23,44,,,,
Brock,Bösenseller Straße,di,2/9/2016,16:10,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,322,,28,,,,,1,55,58,,,,
Albersloher Weg,449,do,1/7/2016,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,45,,,,,1,F,,,,,
Manfred-von-Richthofen-Straße,Hohenzollernring,mi,2/10/2016,7:08,5,,a,,,,,4,,,,,,,4,,,,21,bor,21,ms,,721,,36,,,,2/3,1,22,,,,,
Gremmendorfer Weg,11,di,2/9/2016,19:40,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,202,,35,,,,2,1,50,,,,,
Gittruper Straße,"km 2,4 Abschnitt 3",mi,2/10/2016,5:00,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,58,,,,,
Steinfurter Straße,113,mi,2/10/2016,14:20,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,ms,,703,,36,,,,,0,52,,,,,
Gutenbergstraße,9,mi,2/10/2016,8:25,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,38,,,,,
Warendorfer Straße,Schwelingstraße,mi,2/10/2016,19:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,un,,321,,28,,,,2/3,1,42,,,,,
Wersebeckmannweg,Gymnasium St.Mauritz,do,2/11/2016,16:20,5,,o,,,,,2,,,,,,,2,,,,21,nms,21,waf,,711,,36,,,,,1,42,,,,,
Zum Rieselfeld,Höhe Bahnübergang,do,2/11/2016,14:10,5,,a,,,,,2,,,,,1,,1,,,,21,st,01,,,211,,32,,,,,,48,,,,,
Warendorfer Straße,Höhe Nimmerland,do,2/11/2016,9:00,5,,z,,,,,3,,,,,,,3,,,,21,be,21,os,,611,,14,,,,,,28,,,,,
Marktallee,64,do,2/11/2016,10:15,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,771,,36,,,,,,80,,Stadt,,,
Bismarckallee,31,do,2/11/2016,11:50,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,m,,501,,14,,,,,,46,,,,,
Eisenbahnstraße,Warendorfer Straße,do,2/11/2016,16:50,5,,m,,,,,2,,,,,1,,1,,,,01,,21,d,,201,,14,,,,,,41,,,,,
Eisenbahnstraße,Warendorfer Straße,do,2/11/2016,16:51,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,f,,201,,14,,,,,,36,,,,,
Grevener Straße,Am Max-Klemens-Kanal,do,2/11/2016,13:55,5,,a,,,,,2,,,,,,,2,,,,21,st,21,ms,,322,,28,,,,,1,18,,,,,
Roxeler Straße,416,do,2/11/2016,18:32,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,14,,,,2,1,72,,,,,
Diepenbrockstraße,35,fr,2/12/2016,15:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,un,,703,,14,,,,,,45,,,,,
Osttor,225,fr,2/12/2016,14:15,5,,m,,,,,3,,,,,,,3,,,,21,be,21,ms,,601,,14,,,,,,28,,,,,
Warendorfer Straße,22,fr,2/12/2016,12:20,5,,m,,,,,2,,,,,,,1,1,,,21,waf,40,ms,,551,,37,,,,,,49,,,,,
Scheibenstraße,Königsweg,sa,2/13/2016,3:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2/3,,34,,,,,
Annette-Allee,Einfahrt Mövenpick,so,2/14/2016,10:40,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,ms,,711,,36,,,,,1,61,,,,,
Johann-Krane-Weg,Steinfurter Straße,so,2/14/2016,16:30,5,,m,,,,,2,,,,,,,2,,,,21,m,21,wes,,711,,36,,,,,1,52,,,,,
Alter Mühlenweg,300m v. Münsterstraße,so,2/14/2016,2:30,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,101,,13,49,,,2,1,36,,,,,
B 51,Wolbecker Straße,mo,2/15/2016,7:34,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,252,,14,,,,1,1,27,,,,,
Lublinring,k.v. Niedersachsenring,mo,2/15/2016,17:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,47,,,,,
Warendorfer Straße,52,mo,2/15/2016,15:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,29,,,,,
Bispinghof,Universitätsstraße,mo,2/15/2016,16:40,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,coe,,502,,14,,,,,1/2,34,,,,,
Harkortstraße,Weseler Straße,mo,2/15/2016,22:31,5,,m,,,,,1,,,,,,,1,,,,21,so,,,,299,,14,,,,2/3,1,23,,Stadt,,,
Piusallee,18,mo,2/15/2016,15:05,5,,m,,,,,2,,,,,,,,2,,,40,waf,40,ms,,551,,14,,,,,1,61,,,,,
Aldruper Straße,Gimbter Straße,mo,2/15/2016,10:58,5,,m,,,,,2,,,,,,,2,,,,21,st,21,st,,623,,14,,,,,1,19,,,,,
Hohe Geest,,mo,2/15/2016,18:42,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2/3,1,52,,,,,
Ewaldistraße,Schillerstraße,mo,2/15/2016,17:10,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,ler,,501,,14,,,,1,,25,,,,,
Kappenberger Damm,Inselbogen,mo,2/15/2016,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,50,,,,,
Dülmener Straße,16,mo,2/15/2016,11:10,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,waf,,501,,14,,,,,1,24,,,,,
Grevener Straße,Bushalte Dreifaltigkeitskirche,di,2/16/2016,12:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,59,,,,,
Westfalenstraße,Zufahrt Marktallee 2,mi,2/10/2016,17:45,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,244,,35,,,,,1,43,,,,,
Albrecht-Thaer-Straße,Nevinghoff,mi,2/10/2016,9:00,5,,z,,,,,2,,,,,,,2,,,,21,st,21,d,,629,,14,,,,,1,31,,,,,
Franz-von-Waldeck-Straße,k.v. Berler Kamp,mi,2/10/2016,17:05,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,1,45,,,,,
Lotharingerstraße,30,mi,2/10/2016,10:32,5,,m,,,,,1,,,,,,,1,,,,21,mi,,,,703,,36,,,,,1,23,,Stadt,,,
Albersloher Weg,Münnichweg,mi,2/10/2016,17:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,,,29,,,,,
Dahlweg,2,do,2/11/2016,13:45,5,,z,,,,,2,,,,,,,1,1,,,44,os,21,coe,,502,,14,,,,,,44,,,,,
Ludgeristraße,55,do,2/11/2016,15:15,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ms,,711,,36,,,,,,43,,,,,
Bohlweg,66,do,2/11/2016,10:52,5,,o,,,,,2,,,,,,,2,,,,21,kr,21,waf,,501,,14,,,,,,23,,,,,
B 51,Hammer Straße,fr,2/12/2016,6:09,5,,a,,,,,2,,,,,,,2,,,,21,gt,21,coe,,214,,28,,,,2,1,21,,,,,
Bremer Platz,Ostausgang HBF,fr,2/12/2016,16:25,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,14,,,,,,46,,,,,
Dodostraße,15,fr,2/12/2016,9:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,49,,,,,
Stiftsstraße,2,fr,2/12/2016,12:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,37,,,,,33,,,,,
York-Ring,Grevener Straße,fr,2/12/2016,13:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,st,,623,,14,,,,,,24,,,,,
Königsberger Straße,90,fr,2/12/2016,15:31,5,,m,,,,,2,,,,,,,2,,,,21,coe,25,coe,,501,,14,,,,,,65,,,,,
Steinfurter Straße,166,fr,2/12/2016,12:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,so,,711,,36,,,,,,72,,,,,
Försterstraße,15,fr,2/12/2016,17:11,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,2,,31,,,,,
Dodostraße,9,fr,2/12/2016,18:16,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,lg,,501,,14,,,,1,,55,,,,,
Burgstraße,27,fr,2/12/2016,13:00,5,,m,,,,,2,,,,,,,,2,,,40,st,44,bn,,501,,14,,,,,,48,,,,,
Marktallee,37,fr,2/12/2016,11:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,52,,,,,
Heisstraße,24,fr,2/12/2016,12:20,5,,m,,,,,2,,1,n,,,,1,,,,21,waf,71,,,681,,14,,,,,,35,,,,,
Staufenstraße,5,fr,2/12/2016,15:50,5,,z,,,,,2,,1,n,,,,1,,,,21,ms,72,,,711,,36,,,,,,61,,,,,
Hensenstraße,181,sa,2/13/2016,21:30,5,,o,,,,,2,,,,,,,2,,,,21,so,21,ms,,711,,36,,,,2,1,26,,,,,
Kristiansandtstraße,k.v. Brüningheide,sa,2/13/2016,13:50,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,49,,,,,,57,,Stadt,,,
Katthagen,31,sa,2/13/2016,22:15,5,,m,,,,,2,,,,,,,2,,,,21,re,21,m,,711,,36,,,,,1,26,,,,,
Grevener Straße,69,sa,2/13/2016,12:37,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,65,,,,,
Idenbrockplatz,25,sa,2/13/2016,11:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,79,,,,,
Neuheim,ggü. 12,sa,2/13/2016,8:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,25,,,,,
Loddenheide,5,sa,2/13/2016,12:36,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,44,,,,,,?,,,,,
Dingbängerweg,Altenroxeler Straße,sa,2/13/2016,13:11,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,47,,,,,
Von-Esmarch-Straße,164,sa,2/13/2016,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,301,,37,,,,1,,46,,,,,
Mariendorferstraße,71,sa,2/13/2016,13:00,5,,m,,,,,2,,,,,,,2,,,,21,lev,21,ab,,601,,14,,,,,,27,,,,,
Weseler Straße,Sentmaringerweg,so,2/14/2016,18:48,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ms,,623,,14,,,,2,1,51,,,,,
Wermelingstraße,52,so,2/14/2016,21:00,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,501,,14,,,,2,1,27,,,,,
Brunnenstraße,Weseler Straße,mo,2/15/2016,7:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,st,,303,,28,,,,,1,35,,,,,
Münsterstraße,27,mo,2/15/2016,8:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,44,,,,,1,88,,,,,
Holtmannsweg,vor Bahnübergang,mo,2/15/2016,9:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,624,,14,,,,,1,19,,,,,
Hammer Straße,95,mo,2/15/2016,11:15,5,,z,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,,22,,,,,
Steinfurter Straße,Westfalentankstelle,mo,2/15/2016,9:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,75,,,,,
Catharina-Müller-Straße,4,di,2/16/2016,16:00,5,,o,,,,,2,,,,,,,2,,,,21,esw,21,ms,,501,,14,,,,,,43,,,,,
B 54,Höhe AK MS-Nord,di,2/16/2016,9:55,5,,m,,,,,2,,,,,,,2,,,,21,st,21,vec,,612,,14,,,,,,60,,,,,
Sprakeler Straße,Aldruper Straße,di,2/16/2016,8:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,231,,14,,,,,,45,,,,,
Kardinal-von-Galen-Ring,Vesaliusweg,di,2/16/2016,9:35,5,,m,,,,,1,,,,,,,1,,,,21,coe,,,,121,,49,,,,,,47,,Stadt,,,
Am Burloh,Neuer Heitkamp,di,2/16/2016,9:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,215,,35,,,,,,21,,,,,
Hiltruper Straße,Twenhövenweg,mi,2/10/2016,6:35,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,342,,28,,,,2,1,20,50,,,,
Westfalenstraße,175,so,1/24/2016,18:00,3,,,,,,1,2,,,,,1,,1,,,,21,ms,01,,,561,,37,,,,2/3,1,22,54,,,,
Hammer Straße,34,mi,2/3/2016,10:19,5,X,,,,,,2,,,,,,,1,1,,,44,os,21,te,,501,,14,,,,,,21,,,,,
Von-Vincke-Straße,Windthorststraße,fr,2/5/2016,9:15,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,640,,26,,,,,1,F,,,,,
Schloßplatz,44,di,2/2/2016,10:20,3,,,,,,1,2,1,1,n,,,,,,,,71,,81,,,420,,41,,,,,,23,72,,,,
Eisenbahnstraße,11,fr,1/8/2016,10:27,5,X,,,,,,2,,,,,,,1,,1,,31,ms,21,ms,,631,,26,,,,,,64,,,,,
Lehmkamp,24,mo,1/25/2016,14:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,sok,,799,,49,,,,,,F,,,,,
Bernhard-Poether-Straße,41,mo,2/1/2016,14:30,5,X,,,,,,2,,1,,,,,1,,,,71,nms,21,ms,,799,,49,,,,,,38,77,,,,
Neue Umgehungsstraße,Hiltruper Straße,mo,1/11/2016,8:55,3,,,,,,1,2,,,,,,1,,1,,,40,waf,12,ms,,303,,28,,,,,1,34,28,,,,
Wolbecker Straße,18,sa,1/9/2016,23:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,49,,,,2/3,,21,,,,,
gartenstraße,17,mo,2/1/2016,10:50,5,X,,,,,,2,,,,,,,2,,,,21,coe,21,ms,,701,,49,,,,,1,F,,,,,
Wolbecker Straße,87,mi,2/17/2016,14:45,5,,a,,,,,3,,,,,,,3,,,,21,ms,21,st,,721,,36,,,,,,28,,,,,
Westfalenstraße,124,do,2/11/2016,14:39,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,st,,601,,49,,,,,,56,26,,,,
Bösenseller Straße,?,mi,2/10/2016,7:20,5,X,,,,,,2,,,,,,,2,,,,21,,21,st,,681,,14,,,,1,1,F,,,,,
Harkortstraße,30,sa,2/13/2016,11:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,,,
Dorbaumstraße,108,mo,1/18/2016,15:35,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,,,
Gartenstraße,83,sa,2/6/2016,18:58,3,,,,,,2,2,,,,,,,2,,,,21,ham,21,ms,,303,,37,,,,2/3,,34,93,,,,
Westfalenstraße,490,di,1/12/2016,7:00,5,X,,,,,,2,,,,,,,2,,,,21,lh,21,ms,,703,,36,,,,,,47,,,,,
Weseler Straße,17,mi,1/20/2016,12:40,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,631,,26,14,,,,1,26,,,,,
Breul,16,mi,2/3/2016,20:00,5,X,,,,,,2,,,,,,,2,,,,21,mi,21,e,,599,,49,,,,2/3,,F,,,,,
Zwi-Schulmann-Weg,120,mi,1/13/2016,7:30,3,X,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,371,,28,,,,1,,15,18,,,,
Otto-Hahn-Straße,Parkplatz H&G,do,1/7/2016,12:00,6,,,,,,,2,,,,,,,1,1,,,21,ms,44,ms,,703,02,04,36,,,,,77,,,,,
Telemannstraße,24,di,1/5/2016,16:30,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,,,
Hohe Geest,168,fr,1/8/2016,12:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,61,,,,,
Boeselagerstraße,39a,di,2/2/2016,8:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,,,
An den Mühlen,9,sa,1/30/2016,14:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,799,,49,,,,,,F,,,,,
Hafenweg,Höhe HarleyDavidson,di,1/12/2016,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,1,,F,,,,,
Gremmendorfer Weg,82,so,1/24/2016,17:20,5,X,,,,,,2,,1,n,,,,1,,,,21,,71,,,351,,49,,,,2/3,1,F,,,,,
Andreas-Hofer-Straße,50,mo,1/25/2016,16:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bf,,799,,49,,,,,,F,,,,,
Altenberger Straße,319,do,2/4/2016,13:05,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,0,,86,,,,22,,,,,
Grevener Straße,Am Burloh,mi,2/10/2016,18:10,5,,z,,,,,2,,,,,,,2,,,,21,kle,21,ms,,711,,36,,,,2/3,1,22,,,,,
Weseler Straße,647,mi,2/10/2016,15:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,waf,,711,,36,,,,,,82,,,,,
Kanalstraße,Coerdesplatz,fr,2/12/2016,20:20,5,,a,,,,,3,,,,,,,3,,,,21,ms,21,ms,,594,,14,,,,2/3,,47,,,,,
Martin-Luther-King-Weg,Albersloher Weg,fr,2/12/2016,13:15,5,,m,,,,,2,,,,,,,1,1,,,44,el,21,st,,712,,36,,,,,1,63,,,,,
Warendorfer Straße,Kanalbrücke,fr,2/12/2016,13:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,59,,,,,
Raesfeldstraße,10,fr,2/12/2016,11:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,502,,14,,,,,1,56,,,,,
Nordstraße,Nordplatz,fr,2/12/2016,8:15,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,322,,28,,,,,,30,,,,,
Altenroxeler Straße,???,di,2/16/2016,13:45,5,,,m,,,,2,,,,,,,2,,,,21,ms,21,ms,,681,,14,,,,,,46,,,,,
Königstraße,ggü. 15,di,2/16/2016,19:00,5,,o,,,,,2,,,,,,,1,1,,,40,st,21,ne,,703,,14,,,,,,38,,,,,
Westhoffstraße,Wilkinghege,di,2/16/2016,7:05,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,301,,28,,,,1,,64,,,,,
Havixbecker Straße,Hohenholter Straße,di,2/16/2016,22:44,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,0,,86,,2,,61,,,,,
